('n hdbs', 8499)
('adress', 'ADMIRALTY DR 353A', 'lease_commence_date', '2002', 'ntransactions', 43)
('adress', 'WOODLANDS DR 16 583', 'lease_commence_date', '2001', 'ntransactions', 31)
('adress', 'WOODLANDS DR 16 584', 'lease_commence_date', '2001', 'ntransactions', 36)
('adress', 'WOODLANDS DR 16 585', 'lease_commence_date', '2001', 'ntransactions', 54)
('adress', 'WOODLANDS DR 16 586', 'lease_commence_date', '2001', 'ntransactions', 51)
('adress', 'WOODLANDS DR 16 587', 'lease_commence_date', '2001', 'ntransactions', 52)
('adress', 'WOODLANDS DR 16 588', 'lease_commence_date', '2001', 'ntransactions', 50)
('adress', 'WOODLANDS DR 16 589', 'lease_commence_date', '2001', 'ntransactions', 47)
('adress', 'WOODLANDS DR 40 701', 'lease_commence_date', '1996', 'ntransactions', 109)
('adress', 'WOODLANDS DR 40 702', 'lease_commence_date', '1996', 'ntransactions', 84)
('adress', 'WOODLANDS DR 40 703', 'lease_commence_date', '1996', 'ntransactions', 89)
('adress', 'WOODLANDS DR 40 704', 'lease_commence_date', '1996', 'ntransactions', 97)
('adress', 'WOODLANDS DR 40 705', 'lease_commence_date', '1996', 'ntransactions', 86)
('adress', 'WOODLANDS DR 40 706', 'lease_commence_date', '1996', 'ntransactions', 83)
('adress', 'WOODLANDS DR 40 707', 'lease_commence_date', '1996', 'ntransactions', 100)
('adress', 'WOODLANDS DR 42 601', 'lease_commence_date', '1997', 'ntransactions', 96)
('adress', 'WOODLANDS DR 42 602', 'lease_commence_date', '1997', 'ntransactions', 122)
('adress', 'WOODLANDS DR 42 603', 'lease_commence_date', '1997', 'ntransactions', 102)
('adress', 'WOODLANDS DR 42 604', 'lease_commence_date', '1997', 'ntransactions', 128)
('adress', 'WOODLANDS DR 42 605', 'lease_commence_date', '1997', 'ntransactions', 102)
('adress', 'WOODLANDS DR 44 549', 'lease_commence_date', '2000', 'ntransactions', 82)
('adress', 'WOODLANDS DR 44 550', 'lease_commence_date', '2000', 'ntransactions', 94)
('adress', 'WOODLANDS DR 44 551', 'lease_commence_date', '2000', 'ntransactions', 75)
('adress', 'WOODLANDS DR 44 552', 'lease_commence_date', '2000', 'ntransactions', 85)
('adress', 'WOODLANDS DR 44 553', 'lease_commence_date', '2000', 'ntransactions', 81)
('adress', 'WOODLANDS DR 50 891A', 'lease_commence_date', '1996', 'ntransactions', 62)
('adress', 'WOODLANDS DR 50 891B', 'lease_commence_date', '1996', 'ntransactions', 99)
('adress', 'WOODLANDS DR 50 892A', 'lease_commence_date', '1996', 'ntransactions', 111)
('adress', 'WOODLANDS DR 50 892B', 'lease_commence_date', '1996', 'ntransactions', 104)
('adress', 'WOODLANDS DR 50 893A', 'lease_commence_date', '1996', 'ntransactions', 50)
('adress', 'WOODLANDS DR 50 893B', 'lease_commence_date', '1996', 'ntransactions', 54)
('adress', 'WOODLANDS DR 50 893C', 'lease_commence_date', '1996', 'ntransactions', 54)
('adress', 'WOODLANDS DR 50 893D', 'lease_commence_date', '1996', 'ntransactions', 47)
('adress', 'WOODLANDS DR 50 894A', 'lease_commence_date', '1996', 'ntransactions', 91)
('adress', 'WOODLANDS DR 50 894B', 'lease_commence_date', '1996', 'ntransactions', 85)
('adress', 'WOODLANDS DR 50 894C', 'lease_commence_date', '1996', 'ntransactions', 62)
('adress', 'WOODLANDS DR 50 894D', 'lease_commence_date', '1996', 'ntransactions', 81)
('adress', 'WOODLANDS DR 50 895A', 'lease_commence_date', '1997', 'ntransactions', 90)
('adress', 'WOODLANDS DR 50 895B', 'lease_commence_date', '1997', 'ntransactions', 75)
('adress', 'WOODLANDS DR 50 895C', 'lease_commence_date', '1997', 'ntransactions', 116)
('adress', 'WOODLANDS DR 50 896A', 'lease_commence_date', '1997', 'ntransactions', 113)
('adress', 'WOODLANDS DR 50 896B', 'lease_commence_date', '1997', 'ntransactions', 73)
('adress', 'WOODLANDS DR 50 896C', 'lease_commence_date', '1997', 'ntransactions', 85)
('adress', 'WOODLANDS DR 50 897A', 'lease_commence_date', '1997', 'ntransactions', 86)
('adress', 'WOODLANDS DR 50 897B', 'lease_commence_date', '1997', 'ntransactions', 104)
('adress', 'WOODLANDS DR 50 897C', 'lease_commence_date', '1997', 'ntransactions', 106)
('adress', 'WOODLANDS DR 50 898A', 'lease_commence_date', '1997', 'ntransactions', 74)
('adress', 'WOODLANDS DR 50 898B', 'lease_commence_date', '1997', 'ntransactions', 106)
('adress', 'WOODLANDS DR 50 899A', 'lease_commence_date', '1997', 'ntransactions', 90)
('adress', 'WOODLANDS DR 50 899B', 'lease_commence_date', '1997', 'ntransactions', 85)
('adress', 'WOODLANDS DR 50 899C', 'lease_commence_date', '1997', 'ntransactions', 85)
('adress', 'WOODLANDS DR 52 619', 'lease_commence_date', '1998', 'ntransactions', 127)
('adress', 'WOODLANDS DR 52 620', 'lease_commence_date', '1998', 'ntransactions', 126)
('adress', 'WOODLANDS DR 52 621', 'lease_commence_date', '1998', 'ntransactions', 74)
('adress', 'WOODLANDS DR 52 622', 'lease_commence_date', '1998', 'ntransactions', 53)
('adress', 'WOODLANDS DR 52 623', 'lease_commence_date', '1998', 'ntransactions', 65)
('adress', 'WOODLANDS DR 52 624A', 'lease_commence_date', '1998', 'ntransactions', 46)
('adress', 'WOODLANDS DR 52 624B', 'lease_commence_date', '1998', 'ntransactions', 55)
('adress', 'WOODLANDS DR 52 625A', 'lease_commence_date', '1998', 'ntransactions', 65)
('adress', 'WOODLANDS DR 52 625B', 'lease_commence_date', '1998', 'ntransactions', 48)
('adress', 'WOODLANDS DR 53 554', 'lease_commence_date', '1999', 'ntransactions', 150)
('adress', 'WOODLANDS DR 53 555', 'lease_commence_date', '1999', 'ntransactions', 61)
('adress', 'WOODLANDS DR 53 556', 'lease_commence_date', '1999', 'ntransactions', 85)
('adress', 'WOODLANDS DR 53 557', 'lease_commence_date', '1999', 'ntransactions', 60)
('adress', 'WOODLANDS DR 60 769', 'lease_commence_date', '1997', 'ntransactions', 99)
('adress', 'WOODLANDS DR 60 770', 'lease_commence_date', '1997', 'ntransactions', 51)
('adress', 'WOODLANDS DR 60 771', 'lease_commence_date', '1997', 'ntransactions', 67)
('adress', 'WOODLANDS DR 60 772', 'lease_commence_date', '1997', 'ntransactions', 68)
('adress', 'WOODLANDS DR 60 773', 'lease_commence_date', '1997', 'ntransactions', 127)
('adress', 'WOODLANDS DR 60 778', 'lease_commence_date', '1997', 'ntransactions', 76)
('adress', 'WOODLANDS DR 60 786B', 'lease_commence_date', '1997', 'ntransactions', 120)
('adress', 'WOODLANDS DR 60 786C', 'lease_commence_date', '1997', 'ntransactions', 121)
('adress', 'WOODLANDS DR 60 786D', 'lease_commence_date', '1997', 'ntransactions', 142)
('adress', 'WOODLANDS DR 60 786E', 'lease_commence_date', '1997', 'ntransactions', 110)
('adress', 'WOODLANDS DR 60 786F', 'lease_commence_date', '1997', 'ntransactions', 42)
('adress', 'WOODLANDS DR 62 681A', 'lease_commence_date', '2000', 'ntransactions', 59)
('adress', 'WOODLANDS DR 62 681B', 'lease_commence_date', '2000', 'ntransactions', 46)
('adress', 'WOODLANDS DR 62 681C', 'lease_commence_date', '2000', 'ntransactions', 49)
('adress', 'WOODLANDS DR 62 681D', 'lease_commence_date', '2000', 'ntransactions', 47)
('adress', 'WOODLANDS DR 62 682A', 'lease_commence_date', '2000', 'ntransactions', 54)
('adress', 'WOODLANDS DR 62 682B', 'lease_commence_date', '2000', 'ntransactions', 45)
('adress', 'WOODLANDS DR 62 683A', 'lease_commence_date', '2000', 'ntransactions', 51)
('adress', 'WOODLANDS DR 62 683B', 'lease_commence_date', '2000', 'ntransactions', 37)
('adress', 'WOODLANDS DR 62 683C', 'lease_commence_date', '2000', 'ntransactions', 36)
('adress', 'WOODLANDS DR 62 683D', 'lease_commence_date', '2000', 'ntransactions', 50)
('adress', 'WOODLANDS DR 62 684C', 'lease_commence_date', '2000', 'ntransactions', 38)
('adress', 'WOODLANDS DR 70 708', 'lease_commence_date', '1996', 'ntransactions', 88)
('adress', 'WOODLANDS DR 70 709', 'lease_commence_date', '1996', 'ntransactions', 77)
('adress', 'WOODLANDS DR 70 710', 'lease_commence_date', '1997', 'ntransactions', 108)
('adress', 'WOODLANDS DR 70 711', 'lease_commence_date', '1997', 'ntransactions', 96)
('adress', 'WOODLANDS DR 70 712', 'lease_commence_date', '1996', 'ntransactions', 100)
('adress', 'WOODLANDS DR 70 713', 'lease_commence_date', '1996', 'ntransactions', 84)
('adress', 'WOODLANDS DR 70 714', 'lease_commence_date', '1997', 'ntransactions', 97)
('adress', 'WOODLANDS DR 70 715', 'lease_commence_date', '1997', 'ntransactions', 96)
('adress', 'WOODLANDS DR 70 716', 'lease_commence_date', '1997', 'ntransactions', 93)
('adress', 'WOODLANDS DR 70 717', 'lease_commence_date', '1997', 'ntransactions', 91)
('adress', 'WOODLANDS DR 71 670', 'lease_commence_date', '2000', 'ntransactions', 50)
('adress', 'WOODLANDS DR 71 671', 'lease_commence_date', '2000', 'ntransactions', 75)
('adress', 'WOODLANDS DR 71 672', 'lease_commence_date', '2000', 'ntransactions', 51)
('adress', 'WOODLANDS DR 71 673', 'lease_commence_date', '2000', 'ntransactions', 47)
('adress', 'WOODLANDS DR 72 794', 'lease_commence_date', '1998', 'ntransactions', 73)
('adress', 'WOODLANDS DR 72 795', 'lease_commence_date', '1998', 'ntransactions', 76)
('adress', 'WOODLANDS DR 72 796', 'lease_commence_date', '1997', 'ntransactions', 82)
('adress', 'WOODLANDS DR 72 797', 'lease_commence_date', '1997', 'ntransactions', 63)
('adress', 'WOODLANDS DR 72 798', 'lease_commence_date', '1997', 'ntransactions', 39)
('adress', 'WOODLANDS DR 73 682C', 'lease_commence_date', '2000', 'ntransactions', 65)
('adress', 'WOODLANDS DR 73 682D', 'lease_commence_date', '2000', 'ntransactions', 62)
('adress', 'WOODLANDS DR 73 684A', 'lease_commence_date', '2000', 'ntransactions', 72)
('adress', 'WOODLANDS DR 73 684B', 'lease_commence_date', '2000', 'ntransactions', 41)
('adress', 'WOODLANDS DR 73 684D', 'lease_commence_date', '2000', 'ntransactions', 50)
('adress', 'WOODLANDS DR 73 685B', 'lease_commence_date', '2002', 'ntransactions', 32)
('adress', 'WOODLANDS DR 73 685C', 'lease_commence_date', '2002', 'ntransactions', 40)
('adress', 'WOODLANDS DR 73 686A', 'lease_commence_date', '2003', 'ntransactions', 52)
('adress', 'WOODLANDS DR 73 686B', 'lease_commence_date', '2003', 'ntransactions', 63)
('adress', 'WOODLANDS DR 73 686C', 'lease_commence_date', '2003', 'ntransactions', 44)
('adress', 'WOODLANDS DR 75 687A', 'lease_commence_date', '2003', 'ntransactions', 61)
('adress', 'WOODLANDS DR 75 687B', 'lease_commence_date', '2003', 'ntransactions', 80)
('adress', 'WOODLANDS DR 75 687C', 'lease_commence_date', '2003', 'ntransactions', 75)
('adress', 'WOODLANDS DR 75 688A', 'lease_commence_date', '2004', 'ntransactions', 47)
('adress', 'WOODLANDS DR 75 688B', 'lease_commence_date', '2004', 'ntransactions', 35)
('adress', 'WOODLANDS DR 75 688C', 'lease_commence_date', '2004', 'ntransactions', 45)
('adress', 'WOODLANDS DR 75 688D', 'lease_commence_date', '2004', 'ntransactions', 36)
('adress', 'WOODLANDS DR 75 688E', 'lease_commence_date', '2004', 'ntransactions', 47)
('adress', 'WOODLANDS DR 75 688F', 'lease_commence_date', '2004', 'ntransactions', 55)
('adress', 'WOODLANDS DR 75 689A', 'lease_commence_date', '2004', 'ntransactions', 34)
('adress', 'WOODLANDS DR 75 689B', 'lease_commence_date', '2004', 'ntransactions', 58)
('adress', 'WOODLANDS DR 75 689C', 'lease_commence_date', '2004', 'ntransactions', 43)
('adress', 'WOODLANDS DR 75 689D', 'lease_commence_date', '2004', 'ntransactions', 65)
('adress', 'WOODLANDS DR 75 689E', 'lease_commence_date', '2004', 'ntransactions', 47)
('adress', 'WOODLANDS DR 75 689F', 'lease_commence_date', '2004', 'ntransactions', 41)
('adress', 'WOODLANDS DR 75 690A', 'lease_commence_date', '2004', 'ntransactions', 35)
('adress', 'WOODLANDS DR 75 690B', 'lease_commence_date', '2004', 'ntransactions', 54)
('adress', 'WOODLANDS DR 75 690C', 'lease_commence_date', '2004', 'ntransactions', 46)
('adress', 'WOODLANDS DR 75 690D', 'lease_commence_date', '2004', 'ntransactions', 52)
('adress', 'WOODLANDS DR 75 690E', 'lease_commence_date', '2004', 'ntransactions', 39)
('adress', 'WOODLANDS DR 75 690F', 'lease_commence_date', '2004', 'ntransactions', 49)
('adress', 'WOODLANDS RING RD 606', 'lease_commence_date', '1998', 'ntransactions', 63)
('adress', 'WOODLANDS RING RD 607', 'lease_commence_date', '1998', 'ntransactions', 67)
('adress', 'WOODLANDS RING RD 608', 'lease_commence_date', '1998', 'ntransactions', 41)
('adress', 'WOODLANDS RING RD 609', 'lease_commence_date', '1998', 'ntransactions', 66)
('adress', 'WOODLANDS RING RD 611', 'lease_commence_date', '1998', 'ntransactions', 61)
('adress', 'WOODLANDS RING RD 628A', 'lease_commence_date', '1998', 'ntransactions', 80)
('adress', 'WOODLANDS RING RD 628B', 'lease_commence_date', '1998', 'ntransactions', 116)
('adress', 'WOODLANDS RING RD 629', 'lease_commence_date', '1998', 'ntransactions', 80)
('adress', 'WOODLANDS RING RD 630', 'lease_commence_date', '1998', 'ntransactions', 85)
('adress', 'WOODLANDS RING RD 631', 'lease_commence_date', '1998', 'ntransactions', 58)
('adress', 'WOODLANDS RING RD 632', 'lease_commence_date', '1999', 'ntransactions', 71)
('adress', 'WOODLANDS RING RD 633', 'lease_commence_date', '1999', 'ntransactions', 70)
('adress', 'WOODLANDS RING RD 634', 'lease_commence_date', '1999', 'ntransactions', 54)
('adress', 'WOODLANDS RING RD 635', 'lease_commence_date', '1999', 'ntransactions', 41)
('adress', 'WOODLANDS RING RD 636', 'lease_commence_date', '1999', 'ntransactions', 52)
('adress', 'WOODLANDS RING RD 637', 'lease_commence_date', '1999', 'ntransactions', 28)
('adress', 'WOODLANDS RING RD 638', 'lease_commence_date', '1999', 'ntransactions', 64)
('adress', 'WOODLANDS RING RD 639', 'lease_commence_date', '1999', 'ntransactions', 64)
('adress', 'WOODLANDS RING RD 640', 'lease_commence_date', '1999', 'ntransactions', 64)
('adress', 'WOODLANDS RING RD 643', 'lease_commence_date', '1998', 'ntransactions', 67)
('adress', 'WOODLANDS RING RD 644', 'lease_commence_date', '1998', 'ntransactions', 86)
('adress', 'WOODLANDS RING RD 645', 'lease_commence_date', '1998', 'ntransactions', 57)
('adress', 'WOODLANDS RING RD 646', 'lease_commence_date', '1998', 'ntransactions', 30)
('adress', 'WOODLANDS RING RD 647', 'lease_commence_date', '1998', 'ntransactions', 44)
('adress', 'WOODLANDS RING RD 648', 'lease_commence_date', '1998', 'ntransactions', 14)
('adress', 'WOODLANDS RING RD 649', 'lease_commence_date', '1998', 'ntransactions', 83)
('adress', 'WOODLANDS RING RD 650', 'lease_commence_date', '1998', 'ntransactions', 46)
('adress', 'WOODLANDS RING RD 651', 'lease_commence_date', '1998', 'ntransactions', 60)
('adress', 'WOODLANDS RING RD 652', 'lease_commence_date', '1998', 'ntransactions', 54)
('adress', 'WOODLANDS RING RD 653', 'lease_commence_date', '1998', 'ntransactions', 58)
('adress', 'WOODLANDS RING RD 654', 'lease_commence_date', '1998', 'ntransactions', 27)
('adress', 'WOODLANDS RING RD 655', 'lease_commence_date', '1998', 'ntransactions', 80)
('adress', 'WOODLANDS RING RD 656', 'lease_commence_date', '1998', 'ntransactions', 68)
('adress', 'WOODLANDS RING RD 657', 'lease_commence_date', '1998', 'ntransactions', 88)
('adress', 'WOODLANDS RING RD 658', 'lease_commence_date', '1998', 'ntransactions', 63)
('adress', 'WOODLANDS RING RD 659', 'lease_commence_date', '1998', 'ntransactions', 84)
('adress', 'WOODLANDS RING RD 660', 'lease_commence_date', '1998', 'ntransactions', 73)
('adress', 'WOODLANDS RING RD 661', 'lease_commence_date', '1998', 'ntransactions', 72)
('adress', 'WOODLANDS RING RD 662', 'lease_commence_date', '1998', 'ntransactions', 71)
('adress', 'WOODLANDS RING RD 663', 'lease_commence_date', '1998', 'ntransactions', 79)
('adress', 'WOODLANDS RING RD 664', 'lease_commence_date', '1998', 'ntransactions', 78)
('adress', 'WOODLANDS RING RD 665', 'lease_commence_date', '2000', 'ntransactions', 69)
('adress', 'WOODLANDS RING RD 666', 'lease_commence_date', '2000', 'ntransactions', 73)
('adress', 'WOODLANDS RING RD 667', 'lease_commence_date', '2001', 'ntransactions', 57)
('adress', 'WOODLANDS RING RD 668', 'lease_commence_date', '2000', 'ntransactions', 72)
('adress', 'WOODLANDS RING RD 669', 'lease_commence_date', '2000', 'ntransactions', 102)
('adress', 'WOODLANDS ST 11 167', 'lease_commence_date', '1994', 'ntransactions', 12)
('adress', 'WOODLANDS ST 11 168', 'lease_commence_date', '1986', 'ntransactions', 58)
('adress', 'WOODLANDS ST 11 169', 'lease_commence_date', '1994', 'ntransactions', 29)
('adress', 'WOODLANDS ST 11 170', 'lease_commence_date', '1994', 'ntransactions', 33)
('adress', 'WOODLANDS ST 11 171', 'lease_commence_date', '1985', 'ntransactions', 68)
('adress', 'WOODLANDS ST 13 101', 'lease_commence_date', '1985', 'ntransactions', 93)
('adress', 'WOODLANDS ST 13 102', 'lease_commence_date', '1985', 'ntransactions', 76)
('adress', 'WOODLANDS ST 13 103', 'lease_commence_date', '1985', 'ntransactions', 24)
('adress', 'WOODLANDS ST 13 104', 'lease_commence_date', '1985', 'ntransactions', 50)
('adress', 'WOODLANDS ST 13 105', 'lease_commence_date', '1985', 'ntransactions', 55)
('adress', 'WOODLANDS ST 13 106', 'lease_commence_date', '1985', 'ntransactions', 10)
('adress', 'WOODLANDS ST 13 107', 'lease_commence_date', '1995', 'ntransactions', 7)
('adress', 'WOODLANDS ST 13 108', 'lease_commence_date', '1987', 'ntransactions', 70)
('adress', 'WOODLANDS ST 13 109', 'lease_commence_date', '1995', 'ntransactions', 11)
('adress', 'WOODLANDS ST 13 110', 'lease_commence_date', '1987', 'ntransactions', 47)
('adress', 'WOODLANDS ST 13 111', 'lease_commence_date', '1995', 'ntransactions', 23)
('adress', 'WOODLANDS ST 13 112', 'lease_commence_date', '1995', 'ntransactions', 4)
('adress', 'WOODLANDS ST 13 113', 'lease_commence_date', '1987', 'ntransactions', 73)
('adress', 'WOODLANDS ST 13 145', 'lease_commence_date', '1985', 'ntransactions', 68)
('adress', 'WOODLANDS ST 13 146', 'lease_commence_date', '1985', 'ntransactions', 92)
('adress', 'WOODLANDS ST 13 148', 'lease_commence_date', '1985', 'ntransactions', 64)
('adress', 'WOODLANDS ST 13 149', 'lease_commence_date', '1985', 'ntransactions', 79)
('adress', 'WOODLANDS ST 13 150', 'lease_commence_date', '1986', 'ntransactions', 6)
('adress', 'WOODLANDS ST 13 151', 'lease_commence_date', '1985', 'ntransactions', 68)
('adress', 'WOODLANDS ST 13 152', 'lease_commence_date', '1985', 'ntransactions', 87)
('adress', 'WOODLANDS ST 13 154', 'lease_commence_date', '1986', 'ntransactions', 50)
('adress', 'WOODLANDS ST 13 155', 'lease_commence_date', '1985', 'ntransactions', 92)
('adress', 'WOODLANDS ST 13 156', 'lease_commence_date', '1986', 'ntransactions', 11)
('adress', 'WOODLANDS ST 13 157', 'lease_commence_date', '1985', 'ntransactions', 81)
('adress', 'WOODLANDS ST 13 158', 'lease_commence_date', '1990', 'ntransactions', 88)
('adress', 'WOODLANDS ST 13 159', 'lease_commence_date', '1990', 'ntransactions', 70)
('adress', 'WOODLANDS ST 13 160', 'lease_commence_date', '1990', 'ntransactions', 82)
('adress', 'WOODLANDS ST 13 161', 'lease_commence_date', '1990', 'ntransactions', 70)
('adress', 'WOODLANDS ST 13 162', 'lease_commence_date', '1985', 'ntransactions', 58)
('adress', 'WOODLANDS ST 13 163', 'lease_commence_date', '1985', 'ntransactions', 5)
('adress', 'WOODLANDS ST 13 164', 'lease_commence_date', '1985', 'ntransactions', 8)
('adress', 'WOODLANDS ST 13 165', 'lease_commence_date', '1985', 'ntransactions', 30)
('adress', 'WOODLANDS ST 13 166', 'lease_commence_date', '1986', 'ntransactions', 13)
('adress', 'WOODLANDS ST 13 172', 'lease_commence_date', '1985', 'ntransactions', 51)
('adress', 'WOODLANDS ST 13 173', 'lease_commence_date', '1989', 'ntransactions', 59)
('adress', 'WOODLANDS ST 13 174', 'lease_commence_date', '1993', 'ntransactions', 21)
('adress', 'WOODLANDS ST 13 175', 'lease_commence_date', '1993', 'ntransactions', 22)
('adress', 'WOODLANDS ST 13 176', 'lease_commence_date', '1994', 'ntransactions', 11)
('adress', 'WOODLANDS ST 13 177', 'lease_commence_date', '1986', 'ntransactions', 38)
('adress', 'WOODLANDS ST 13 178', 'lease_commence_date', '1986', 'ntransactions', 40)
('adress', 'WOODLANDS ST 13 179', 'lease_commence_date', '1994', 'ntransactions', 11)
('adress', 'WOODLANDS ST 31 301', 'lease_commence_date', '1993', 'ntransactions', 25)
('adress', 'WOODLANDS ST 31 302', 'lease_commence_date', '1993', 'ntransactions', 26)
('adress', 'WOODLANDS ST 31 303', 'lease_commence_date', '1993', 'ntransactions', 13)
('adress', 'WOODLANDS ST 31 304', 'lease_commence_date', '1993', 'ntransactions', 17)
('adress', 'WOODLANDS ST 31 306', 'lease_commence_date', '1993', 'ntransactions', 13)
('adress', 'WOODLANDS ST 31 310', 'lease_commence_date', '1993', 'ntransactions', 79)
('adress', 'WOODLANDS ST 31 311', 'lease_commence_date', '1993', 'ntransactions', 88)
('adress', 'WOODLANDS ST 31 312', 'lease_commence_date', '1989', 'ntransactions', 17)
('adress', 'WOODLANDS ST 31 313', 'lease_commence_date', '1993', 'ntransactions', 61)
('adress', 'WOODLANDS ST 31 314', 'lease_commence_date', '1993', 'ntransactions', 81)
('adress', 'WOODLANDS ST 31 315', 'lease_commence_date', '1989', 'ntransactions', 11)
('adress', 'WOODLANDS ST 31 316', 'lease_commence_date', '1993', 'ntransactions', 86)
('adress', 'WOODLANDS ST 31 317', 'lease_commence_date', '1993', 'ntransactions', 81)
('adress', 'WOODLANDS ST 31 318', 'lease_commence_date', '1993', 'ntransactions', 99)
('adress', 'WOODLANDS ST 31 319', 'lease_commence_date', '1993', 'ntransactions', 81)
('adress', 'WOODLANDS ST 32 320', 'lease_commence_date', '1985', 'ntransactions', 10)
('adress', 'WOODLANDS ST 32 321', 'lease_commence_date', '1994', 'ntransactions', 79)
('adress', 'WOODLANDS ST 32 322', 'lease_commence_date', '1994', 'ntransactions', 55)
('adress', 'WOODLANDS ST 32 323', 'lease_commence_date', '1995', 'ntransactions', 32)
('adress', 'WOODLANDS ST 32 324', 'lease_commence_date', '1989', 'ntransactions', 6)
('adress', 'WOODLANDS ST 32 325', 'lease_commence_date', '1995', 'ntransactions', 41)
('adress', 'WOODLANDS ST 32 326', 'lease_commence_date', '1995', 'ntransactions', 47)
('adress', 'WOODLANDS ST 32 327', 'lease_commence_date', '1989', 'ntransactions', 12)
('adress', 'WOODLANDS ST 32 328', 'lease_commence_date', '1994', 'ntransactions', 43)
('adress', 'WOODLANDS ST 32 329', 'lease_commence_date', '1989', 'ntransactions', 25)
('adress', 'WOODLANDS ST 32 333', 'lease_commence_date', '1985', 'ntransactions', 14)
('adress', 'WOODLANDS ST 32 334', 'lease_commence_date', '1985', 'ntransactions', 33)
('adress', 'WOODLANDS ST 32 335', 'lease_commence_date', '1985', 'ntransactions', 78)
('adress', 'WOODLANDS ST 32 344', 'lease_commence_date', '1993', 'ntransactions', 47)
('adress', 'WOODLANDS ST 32 345', 'lease_commence_date', '1995', 'ntransactions', 47)
('adress', 'WOODLANDS ST 32 346', 'lease_commence_date', '1986', 'ntransactions', 14)
('adress', 'WOODLANDS ST 41 401', 'lease_commence_date', '1995', 'ntransactions', 30)
('adress', 'WOODLANDS ST 41 402', 'lease_commence_date', '1995', 'ntransactions', 49)
('adress', 'WOODLANDS ST 41 403', 'lease_commence_date', '1995', 'ntransactions', 49)
('adress', 'WOODLANDS ST 41 404', 'lease_commence_date', '1995', 'ntransactions', 44)
('adress', 'WOODLANDS ST 41 405', 'lease_commence_date', '1995', 'ntransactions', 46)
('adress', 'WOODLANDS ST 41 406', 'lease_commence_date', '1995', 'ntransactions', 51)
('adress', 'WOODLANDS ST 41 408', 'lease_commence_date', '1996', 'ntransactions', 62)
('adress', 'WOODLANDS ST 41 409', 'lease_commence_date', '1996', 'ntransactions', 58)
('adress', 'WOODLANDS ST 41 410', 'lease_commence_date', '1996', 'ntransactions', 35)
('adress', 'WOODLANDS ST 41 411', 'lease_commence_date', '1995', 'ntransactions', 44)
('adress', 'WOODLANDS ST 41 412', 'lease_commence_date', '1995', 'ntransactions', 48)
('adress', 'WOODLANDS ST 41 413', 'lease_commence_date', '1996', 'ntransactions', 36)
('adress', 'WOODLANDS ST 41 414', 'lease_commence_date', '1996', 'ntransactions', 48)
('adress', 'WOODLANDS ST 41 415', 'lease_commence_date', '1996', 'ntransactions', 34)
('adress', 'WOODLANDS ST 41 416', 'lease_commence_date', '1996', 'ntransactions', 26)
('adress', 'WOODLANDS ST 41 417', 'lease_commence_date', '1996', 'ntransactions', 34)
('adress', 'WOODLANDS ST 41 418', 'lease_commence_date', '1996', 'ntransactions', 69)
('adress', 'WOODLANDS ST 41 419', 'lease_commence_date', '1995', 'ntransactions', 51)
('adress', 'WOODLANDS ST 41 420', 'lease_commence_date', '1995', 'ntransactions', 60)
('adress', 'WOODLANDS ST 41 421', 'lease_commence_date', '1996', 'ntransactions', 36)
('adress', 'WOODLANDS ST 41 424', 'lease_commence_date', '1997', 'ntransactions', 75)
('adress', 'WOODLANDS ST 41 425', 'lease_commence_date', '1997', 'ntransactions', 85)
('adress', 'WOODLANDS ST 41 426', 'lease_commence_date', '1997', 'ntransactions', 72)
('adress', 'WOODLANDS ST 41 427', 'lease_commence_date', '1997', 'ntransactions', 51)
('adress', 'WOODLANDS ST 41 428', 'lease_commence_date', '1996', 'ntransactions', 132)
('adress', 'WOODLANDS ST 41 429', 'lease_commence_date', '1996', 'ntransactions', 143)
('adress', 'WOODLANDS ST 41 436', 'lease_commence_date', '1996', 'ntransactions', 169)
('adress', 'WOODLANDS ST 41 437', 'lease_commence_date', '1996', 'ntransactions', 145)
('adress', 'WOODLANDS ST 81 801', 'lease_commence_date', '1989', 'ntransactions', 73)
('adress', 'WOODLANDS ST 81 802', 'lease_commence_date', '1989', 'ntransactions', 76)
('adress', 'WOODLANDS ST 81 803', 'lease_commence_date', '1994', 'ntransactions', 42)
('adress', 'WOODLANDS ST 81 804', 'lease_commence_date', '1988', 'ntransactions', 54)
('adress', 'WOODLANDS ST 81 805', 'lease_commence_date', '1994', 'ntransactions', 37)
('adress', 'WOODLANDS ST 81 807', 'lease_commence_date', '1994', 'ntransactions', 46)
('adress', 'WOODLANDS ST 81 808', 'lease_commence_date', '1994', 'ntransactions', 39)
('adress', 'WOODLANDS ST 81 809', 'lease_commence_date', '1995', 'ntransactions', 55)
('adress', 'WOODLANDS ST 81 810', 'lease_commence_date', '1995', 'ntransactions', 26)
('adress', 'WOODLANDS ST 81 824', 'lease_commence_date', '1989', 'ntransactions', 38)
('adress', 'WOODLANDS ST 81 825', 'lease_commence_date', '1990', 'ntransactions', 44)
('adress', 'WOODLANDS ST 81 826', 'lease_commence_date', '1996', 'ntransactions', 28)
('adress', 'WOODLANDS ST 81 827', 'lease_commence_date', '1996', 'ntransactions', 81)
('adress', 'WOODLANDS ST 81 828', 'lease_commence_date', '1989', 'ntransactions', 7)
('adress', 'WOODLANDS ST 81 870', 'lease_commence_date', '1996', 'ntransactions', 29)
